draft_pick,team,name,pos,age,ht,wt,college,college/yrs,meets,draft_value_score,draft_round,is_early_pick,age_normalized,college_years_numeric,college_years_normalized,age_experience_ratio,height_numeric,weight_numeric,bmi,position,position_tier,is_qb,is_defensive,meets_numeric,meets_normalized,college_frequency,college_frequency_normalized,scout_grade,position_avg_pick,pick_vs_position_avg,draft_predictability,pos_tier_LINE,pos_tier_OTHER,pos_tier_SKILL
208,NWE,Thomas Welch,T,23.0,2013.0,0,0,0,2.0,0.1875,6,0,0.6,0,0.0,23.0,2013.0,0,0.0,T,OTHER,0,0,2.0,0.015873015873015872,444,1.0,35.817460317460316,110.17073170731707,97.82926829268293,0.8879787469559441,False,True,False
209,BUF,Levi Brown,QB,23.0,2010.0,0,0,0,0.0,0.18359375,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,QB,SKILL,1,0,0.0,0.0,444,1.0,35.34375,129.25,79.75,0.6170212765957447,False,False,True
210,TAM,Cody Grimm,DB,23.0,2012.0,0,0,1,5.0,0.1796875,6,0,0.6,1,0.06666666666666667,23.0,2012.0,0,0.0,DB,OTHER,0,1,5.0,0.03968253968253968,444,1.0,35.98115079365079,129.9814814814815,80.0185185185185,0.6156147599373128,False,True,False
211,STL,Marquis Johnson,DB,22.0,2011.0,0,0,0,0.0,0.17578125,6,0,0.4,0,0.0,22.0,2011.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,39.03125,129.9814814814815,81.0185185185185,0.623308163556062,False,True,False
212,MIA,Chris McCoy,DE,23.0,2014.0,0,0,0,9.0,0.171875,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,DE,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,119.0377358490566,92.9622641509434,0.7809478522745285,True,False,False
213,DET,Willie Young,DE,24.0,2017.0,0,0,2,22.0,0.16796875,6,0,0.8,2,0.13333333333333333,12.0,2017.0,0,0.0,DE,LINE,0,1,22.0,0.1746031746031746,444,1.0,34.210813492063494,119.0377358490566,93.9622641509434,0.7893485496909177,True,False,False
214,MIN,Mickey Shuler,TE,23.0,2015.0,0,0,0,0.0,0.1640625,6,0,0.6,0,0.0,23.0,2015.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,34.5625,149.6578947368421,64.34210526315789,0.429927905749956,False,False,True
215,OAK,Jeremy Ware,DB,23.0,2010.0,0,0,0,1.0,0.16015625,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,34.56498015873016,129.9814814814815,85.0185185185185,0.6540817780310584,False,True,False
216,BUF,Kyle Calloway,T,23.0,2014.0,0,0,0,9.0,0.15625,6,0,0.6,0,0.0,22.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,105.82926829268293,0.9605933141465575,False,True,False
217,TAM,Dekoda Watson,LB,22.0,2019.0,0,0,0,11.0,0.15234375,6,0,0.4,0,0.0,22.0,2019.0,0,0.0,LB,OTHER,0,0,11.0,0.0873015873015873,444,1.0,39.83978174603175,117.67796610169492,99.32203389830508,0.8440155552354889,False,True,False
218,CHI,J'Marcus Webb,T,22.0,2020.0,0,0,4,29.0,0.1484375,6,0,0.4,4,0.26666666666666666,5.5,2020.0,0,0.0,T,OTHER,0,0,29.0,0.23015873015873015,444,1.0,42.5406746031746,110.17073170731707,107.82926829268293,0.9787469559442108,False,True,False
219,WAS,Terrence Austin,WR,22.0,2011.0,0,0,0,1.0,0.14453125,6,0,0.4,0,0.0,22.0,2011.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,37.93998015873016,129.13846153846154,89.86153846153846,0.6958541815582558,False,False,True
220,PHI,Jamar Chaney,LB,23.0,2014.0,0,0,1,13.0,0.140625,6,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,LB,OTHER,0,0,13.0,0.10317460317460317,444,1.0,35.68849206349206,117.67796610169492,102.32203389830508,0.8695088578424311,False,True,False
221,NYG,Matt Dodge,P,23.0,2010.0,0,0,0,2.0,0.13671875,6,0,0.6,0,0.0,23.0,2010.0,0,0.0,P,OTHER,0,0,2.0,0.015873015873015872,444,1.0,33.786210317460316,169.8,51.19999999999999,0.3015312131919905,False,True,False
222,TEN,Marc Mariani,WR,23.0,2016.0,0,1,0,5.0,0.1328125,6,0,0.6,0,0.0,23.0,2016.0,0,0.0,WR,SKILL,0,0,5.0,0.03968253968253968,26,0.056433408577878104,15.234818965208357,129.13846153846154,92.86153846153846,0.719085060757684,False,False,True
223,CAR,R.J. Stanford,DB,22.0,2014.0,0,0,0,4.0,0.12890625,6,0,0.4,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,4.0,0.031746031746031744,444,1.0,37.79117063492063,129.9814814814815,93.0185185185185,0.7156290069810513,False,True,False
224,SFO,Phillip Adams,DB,22.0,2015.0,0,0,0,9.0,0.125,6,0,0.4,0,0.0,22.0,2015.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,38.42857142857143,129.9814814814815,94.0185185185185,0.7233224105998004,False,True,False
225,DEN,Syd'Quan Thompson,DB,23.0,2010.0,0,0,0,1.0,0.12109375,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,33.00248015873016,129.9814814814815,95.0185185185185,0.7310158142185494,False,True,False
226,STL,George Selvie,DE,23.0,2015.0,0,0,2,17.0,0.1171875,7,0,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,DE,LINE,0,1,17.0,0.1349206349206349,444,1.0,35.385912698412696,119.0377358490566,106.9622641509434,0.8985576161039784,True,False,False
227,HOU,Dorin Dickerson,WR,22.0,2013.0,0,0,0,1.0,0.11328125,7,0,0.4,0,0.0,22.0,2013.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,36.68998015873016,129.13846153846154,97.86153846153846,0.7578031927567309,False,False,True
228,CIN,Reggie Stephens,C,23.0,2014.0,0,0,0,9.0,0.109375,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,C,LINE,0,0,9.0,0.07142857142857142,444,1.0,50.03125,138.06666666666666,89.93333333333334,0.6513761467889909,True,False,False
229,WAS,Erik Cook,C,23.0,2011.0,0,0,0,1.0,0.10546875,7,0,0.6,0,0.0,23.0,2011.0,0,0.0,C,LINE,0,0,1.0,0.007936507936507936,444,1.0,32.37748015873016,138.06666666666666,90.93333333333334,0.6586190246257847,True,False,False
230,GNB,C.J. Wilson,DE,23.0,2016.0,0,0,2,13.0,0.1015625,7,0,0.6,2,0.13333333333333333,11.5,2016.0,0,0.0,DE,LINE,0,1,13.0,0.10317460317460317,444,1.0,34.12599206349206,119.0377358490566,110.9622641509434,0.9321604057695356,True,False,False
231,WAS,Selvish Capers,T,24.0,2012.0,0,0,0,0.0,0.09765625,7,0,0.8,0,0.0,24.0,2012.0,0,0.0,T,OTHER,0,0,0.0,0.0,444,1.0,27.90625,110.17073170731707,120.82926829268293,1.0967456276289573,False,True,False
232,DEN,Jammie Kirlew,DE,23.0,2011.0,0,0,0,0.0,0.09375,7,0,0.6,0,0.0,23.0,2011.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,31.75,119.0377358490566,112.9622641509434,0.9489618006023142,True,False,False
233,ARI,Jim Dray,TE,23.0,2017.0,0,0,2,3.0,0.08984375,7,0,0.6,2,0.13333333333333333,11.5,2017.0,0,0.0,TE,SKILL,0,0,3.0,0.023809523809523808,444,1.0,32.069940476190474,149.6578947368421,83.34210526315789,0.5568841216810269,False,False,True
234,DAL,Sean Lissemore,DT,22.0,2015.0,0,0,2,13.0,0.0859375,7,0,0.4,2,0.13333333333333333,11.0,2015.0,0,0.0,DT,LINE,0,1,13.0,0.10317460317460317,444,1.0,37.50099206349206,118.3076923076923,115.6923076923077,0.9778933680104032,True,False,False
235,SDG,Dedrick Epps,TE,22.0,2012.0,0,0,0,0.0,0.08203125,7,0,0.4,0,0.0,22.0,2012.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,35.28125,149.6578947368421,85.34210526315789,0.5702479338842975,False,False,True
236,SEA,Dexter Davis,LB,23.0,2011.0,0,0,0,1.0,0.078125,7,0,0.6,0,0.0,23.0,2011.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,31.283730158730158,117.67796610169492,118.32203389830508,1.0054731384127897,False,True,False
237,MIN,Ryan D'Imperio,RB,23.0,2011.0,0,0,0,0.0,0.07421875,7,0,0.6,0,0.0,23.0,2011.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,30.96875,136.73684210526315,100.26315789473685,0.733256351039261,False,False,True
238,IND,Ricardo Mathews,DT,23.0,2016.0,0,0,0,14.0,0.0703125,7,0,0.6,0,0.0,23.0,2016.0,0,0.0,DT,LINE,0,1,14.0,0.1111111111111111,444,1.0,33.03472222222222,118.3076923076923,119.6923076923077,1.011703511053316,True,False,False
239,NOR,Sean Canfield,QB,24.0,2014.0,0,0,0,9.0,0.06640625,7,0,0.8,0,0.0,24.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,109.75,0.8491295938104448,False,False,True
240,IND,Kavell Conner,LB,23.0,2015.0,0,0,3,20.0,0.0625,7,0,0.6,3,0.2,7.666666666666667,2015.0,0,0.0,LB,OTHER,0,0,20.0,0.15873015873015872,444,1.0,33.67460317460318,117.67796610169492,122.32203389830508,1.0394642085553794,False,True,False
241,TEN,David Howard,DT,23.0,2014.0,0,0,0,9.0,0.05859375,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,DT,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,118.3076923076923,122.6923076923077,1.0370611183355007,True,False,False
242,PIT,Doug Worthington,DT,23.0,2015.0,0,0,0,0.0,0.0546875,7,0,0.6,0,0.0,23.0,2015.0,0,0.0,DT,LINE,0,1,0.0,0.0,444,1.0,30.1875,118.3076923076923,123.6923076923077,1.0455136540962289,True,False,False
243,PHI,Jeff Owens,DT,23.0,2010.0,0,0,0,0.0,0.05078125,7,0,0.6,0,0.0,23.0,2010.0,0,0.0,DT,LINE,0,1,0.0,0.0,444,1.0,30.03125,118.3076923076923,124.6923076923077,1.053966189856957,True,False,False
244,PHI,Kurt Coleman,DB,22.0,2019.0,0,1,6,33.0,0.046875,7,0,0.4,6,0.4,3.6666666666666665,2019.0,0,0.0,DB,OTHER,0,1,33.0,0.2619047619047619,26,0.056433408577878104,20.2417634096528,129.9814814814815,114.0185185185185,0.8771904829747825,False,True,False
245,SEA,Jameson Konz,TE,24.0,2011.0,0,0,0,0.0,0.04296875,7,0,0.8,0,0.0,24.0,2011.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,25.71875,149.6578947368421,95.34210526315789,0.6370669949006506,False,False,True
246,IND,Ray Fisher,DB,23.0,2014.0,0,0,0,9.0,0.0390625,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,116.0185185185185,0.8925772902122807,False,True,False
247,NWE,Brandon Deaderick,DE,23.0,2014.0,0,0,0,9.0,0.03515625,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,DE,LINE,0,1,9.0,0.07142857142857142,444,1.0,30.834821428571427,119.0377358490566,127.9622641509434,1.0749722618481534,True,False,False
248,NWE,Kade Weston,DT,23.0,2014.0,0,0,0,9.0,0.03125,7,0,0.6,0,0.0,22.0,2014.0,0,0.0,DT,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,118.3076923076923,129.69230769230768,1.096228868660598,True,False,False
249,CAR,Robert McClain,DB,22.0,2017.0,0,0,1,14.0,0.02734375,7,0,0.4,1,0.06666666666666667,22.0,2017.0,0,0.0,DB,OTHER,0,1,14.0,0.1111111111111111,444,1.0,35.31597222222222,129.9814814814815,119.0185185185185,0.9156575010685281,False,True,False
250,NWE,Zac Robinson,QB,23.0,2014.0,0,0,0,9.0,0.0234375,7,0,0.6,0,0.0,23.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,120.75,0.9342359767891683,False,False,True
251,OAK,Stevie Brown,DB,23.0,2014.0,0,0,1,10.0,0.01953125,7,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,DB,OTHER,0,1,10.0,0.07936507936507936,444,1.0,30.36855158730159,129.9814814814815,121.0185185185185,0.9310443083060262,False,True,False
252,MIA,Austin Spitler,LB,23.0,2013.0,0,0,0,5.0,0.015625,7,0,0.6,0,0.0,23.0,2013.0,0,0.0,LB,OTHER,0,0,5.0,0.03968253968253968,444,1.0,29.418650793650794,117.67796610169492,134.32203389830508,1.1414374189831484,False,True,False
253,TAM,Erik Lorig,DE,23.0,2014.0,0,0,1,2.0,0.01171875,7,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,DE,LINE,0,1,2.0,0.015873015873015872,444,1.0,28.786210317460316,119.0377358490566,133.96226415094338,1.125376446346489,True,False,False
254,STL,Josh Hull,LB,23.0,2013.0,0,0,0,3.0,0.0078125,7,0,0.6,0,0.0,23.0,2013.0,0,0.0,LB,OTHER,0,0,3.0,0.023809523809523808,444,1.0,28.788690476190474,117.67796610169492,136.32203389830508,1.1584329540544431,False,True,False
255,DET,Tim Toone,WR,25.0,2014.0,0,0,0,9.0,0.00390625,7,0,1.0,0,0.0,25.0,2014.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,129.13846153846154,125.86153846153846,0.9746247319513938,False,False,True
